timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%]
2026/08/28 16:06:41.359, 210 MHz, 50, 4.79 W, 1 %
2026/08/28 16:06:42.366, 900 MHz, 53, 21.96 W, 100 %
2026/08/28 16:06:43.368, 1155 MHz, 53, 25.01 W, 100 %
2026/08/28 16:06:44.370, 1410 MHz, 55, 27.65 W, 98 %
2026/08/28 16:06:45.372, 1620 MHz, 56, 34.30 W, 98 %
2026/08/28 16:06:46.374, 2085 MHz, 59, 44.92 W, 99 %
2026/08/28 16:06:47.376, 2115 MHz, 59, 46.46 W, 98 %
