timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%]
2026/08/28 15:42:44.298, 780 MHz, 49, 5.96 W, 9 %
2026/08/28 15:42:45.307, 840 MHz, 51, 17.74 W, 99 %
2026/08/28 15:42:46.310, 1080 MHz, 52, 19.20 W, 99 %
2026/08/28 15:42:47.313, 1335 MHz, 53, 21.46 W, 98 %
2026/08/28 15:42:48.314, 1620 MHz, 55, 28.86 W, 98 %
2026/08/28 15:42:49.315, 1965 MHz, 58, 42.87 W, 99 %
2026/08/28 15:42:50.319, 2250 MHz, 60, 44.67 W, 97 %
