timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%]
2026/08/28 23:50:00.231, 2370 MHz, 69, 64.93 W, 100 %
2026/08/28 23:50:00.770, 2385 MHz, 69, 64.52 W, 100 %
2026/08/28 23:50:01.785, 2385 MHz, 69, 65.23 W, 99 %
2026/08/28 23:50:02.798, 2445 MHz, 67, 62.04 W, 100 %
2026/08/28 23:50:03.814, 2445 MHz, 67, 63.64 W, 100 %
2026/08/28 23:50:04.830, 2550 MHz, 67, 63.90 W, 100 %
2026/08/28 23:50:05.845, 2475 MHz, 67, 61.89 W, 100 %
2026/08/28 23:50:06.860, 2520 MHz, 67, 63.35 W, 100 %
2026/08/28 23:50:07.873, 2505 MHz, 67, 63.75 W, 100 %
2026/08/28 23:50:08.886, 2415 MHz, 67, 63.21 W, 100 %
2026/08/28 23:50:09.905, 2490 MHz, 67, 63.35 W, 100 %
2026/08/28 23:50:10.933, 2520 MHz, 68, 64.39 W, 100 %
2026/08/28 23:50:11.963, 2490 MHz, 69, 66.05 W, 100 %
2026/08/28 23:50:12.994, 2595 MHz, 67, 61.96 W, 100 %
2026/08/28 23:50:14.023, 2550 MHz, 68, 62.88 W, 100 %
2026/08/28 23:50:15.056, 2550 MHz, 68, 63.05 W, 100 %
2026/08/28 23:50:16.081, 2550 MHz, 69, 64.90 W, 100 %
2026/08/28 23:50:17.097, 2535 MHz, 68, 63.10 W, 100 %
2026/08/28 23:50:18.112, 2535 MHz, 69, 63.29 W, 100 %
2026/08/28 23:50:19.128, 2460 MHz, 69, 62.83 W, 100 %
2026/08/28 23:50:20.148, 2430 MHz, 68, 62.88 W, 100 %
2026/08/28 23:50:21.165, 2490 MHz, 68, 63.33 W, 100 %
2026/08/28 23:50:22.182, 2505 MHz, 67, 62.65 W, 100 %
2026/08/28 23:50:23.197, 2505 MHz, 68, 62.19 W, 100 %
2026/08/28 23:50:24.213, 2520 MHz, 68, 62.46 W, 100 %
2026/08/28 23:50:25.228, 2385 MHz, 68, 61.92 W, 100 %
2026/08/28 23:50:26.245, 2400 MHz, 68, 60.06 W, 100 %
2026/08/28 23:50:27.264, 2445 MHz, 69, 61.93 W, 100 %
2026/08/28 23:50:28.281, 2565 MHz, 69, 62.84 W, 100 %
2026/08/28 23:50:29.302, 2490 MHz, 68, 60.83 W, 100 %
2026/08/28 23:50:30.318, 2520 MHz, 68, 55.99 W, 100 %
2026/08/28 23:50:31.335, 2475 MHz, 69, 63.09 W, 100 %
2026/08/28 23:50:32.351, 2490 MHz, 69, 62.61 W, 100 %
2026/08/28 23:50:32.953, 2505 MHz, 68, 62.86 W, 100 %
2026/08/28 23:50:33.971, 2505 MHz, 68, 62.54 W, 100 %
2026/08/28 23:50:34.988, 2475 MHz, 68, 63.11 W, 100 %
2026/08/28 23:50:36.010, 2490 MHz, 68, 62.96 W, 100 %
2026/08/28 23:50:37.028, 2400 MHz, 69, 62.23 W, 100 %
2026/08/28 23:50:38.046, 2460 MHz, 68, 62.88 W, 100 %
2026/08/28 23:50:39.086, 2460 MHz, 68, 62.09 W, 100 %
2026/08/28 23:50:40.113, 2310 MHz, 70, 62.65 W, 100 %
2026/08/28 23:50:41.134, 2325 MHz, 70, 62.73 W, 100 %
2026/08/28 23:50:42.159, 2370 MHz, 70, 64.64 W, 100 %
2026/08/28 23:50:43.176, 2400 MHz, 70, 63.59 W, 99 %
2026/08/28 23:50:44.201, 2355 MHz, 70, 62.19 W, 100 %
2026/08/28 23:50:45.218, 2355 MHz, 70, 62.02 W, 100 %
2026/08/28 23:50:46.236, 2310 MHz, 70, 58.83 W, 99 %
2026/08/28 23:50:47.253, 2310 MHz, 70, 60.33 W, 100 %
2026/08/28 23:50:48.278, 2265 MHz, 70, 59.49 W, 100 %
2026/08/28 23:50:49.295, 2265 MHz, 69, 58.84 W, 100 %
2026/08/28 23:50:50.313, 2295 MHz, 70, 57.14 W, 99 %
2026/08/28 23:50:51.331, 2295 MHz, 70, 56.14 W, 99 %
