timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%]
2026/08/28 23:37:56.230, 2295 MHz, 67, 58.31 W, 100 %
2026/08/28 23:37:57.251, 2385 MHz, 67, 57.31 W, 100 %
2026/08/28 23:37:58.287, 2325 MHz, 66, 55.00 W, 100 %
2026/08/28 23:37:59.311, 2295 MHz, 66, 53.79 W, 100 %
2026/08/28 23:38:00.340, 2250 MHz, 66, 54.39 W, 100 %
2026/08/28 23:38:00.796, 2310 MHz, 67, 54.20 W, 100 %
2026/08/28 23:38:01.819, 2280 MHz, 66, 57.77 W, 100 %
2026/08/28 23:38:02.854, 2385 MHz, 67, 58.22 W, 100 %
2026/08/28 23:38:03.877, 2385 MHz, 67, 58.42 W, 100 %
2026/08/28 23:38:04.899, 2325 MHz, 67, 58.81 W, 100 %
2026/08/28 23:38:05.927, 2370 MHz, 68, 58.71 W, 100 %
2026/08/28 23:38:06.953, 2370 MHz, 68, 58.19 W, 100 %
2026/08/28 23:38:07.974, 2415 MHz, 67, 58.91 W, 100 %
2026/08/28 23:38:08.995, 2370 MHz, 67, 57.16 W, 100 %
2026/08/28 23:38:10.031, 2370 MHz, 67, 56.54 W, 100 %
2026/08/28 23:38:11.053, 2430 MHz, 68, 58.92 W, 100 %
2026/08/28 23:38:12.074, 2430 MHz, 67, 59.27 W, 100 %
2026/08/28 23:38:13.096, 2385 MHz, 68, 57.14 W, 100 %
2026/08/28 23:38:14.118, 2280 MHz, 68, 53.36 W, 100 %
2026/08/28 23:38:15.140, 2310 MHz, 67, 56.72 W, 100 %
2026/08/28 23:38:16.161, 2370 MHz, 67, 57.76 W, 100 %
2026/08/28 23:38:17.182, 2280 MHz, 67, 54.69 W, 100 %
2026/08/28 23:38:18.202, 2355 MHz, 68, 57.16 W, 100 %
2026/08/28 23:38:19.224, 2295 MHz, 67, 54.92 W, 100 %
2026/08/28 23:38:20.246, 2355 MHz, 67, 58.60 W, 100 %
2026/08/28 23:38:21.271, 2295 MHz, 67, 57.46 W, 100 %
2026/08/28 23:38:22.292, 2400 MHz, 68, 57.96 W, 100 %
2026/08/28 23:38:23.318, 2415 MHz, 68, 59.87 W, 100 %
2026/08/28 23:38:24.345, 2430 MHz, 68, 59.92 W, 100 %
2026/08/28 23:38:25.366, 2295 MHz, 67, 56.28 W, 100 %
2026/08/28 23:38:26.393, 2340 MHz, 67, 56.92 W, 100 %
2026/08/28 23:38:27.418, 2295 MHz, 68, 55.04 W, 100 %
2026/08/28 23:38:28.439, 2205 MHz, 67, 54.16 W, 100 %
2026/08/28 23:38:29.464, 2295 MHz, 68, 55.25 W, 100 %
2026/08/28 23:38:30.503, 2280 MHz, 68, 56.74 W, 100 %
2026/08/28 23:38:31.530, 2295 MHz, 67, 55.49 W, 100 %
2026/08/28 23:38:32.576, 2325 MHz, 67, 56.06 W, 100 %
2026/08/28 23:38:33.022, 2310 MHz, 67, 55.96 W, 100 %
2026/08/28 23:38:34.066, 2265 MHz, 70, 58.73 W, 100 %
2026/08/28 23:38:35.086, 2295 MHz, 70, 59.22 W, 99 %
2026/08/28 23:38:36.107, 2265 MHz, 70, 57.31 W, 100 %
2026/08/28 23:38:37.135, 2295 MHz, 70, 59.21 W, 100 %
2026/08/28 23:38:38.155, 2310 MHz, 70, 59.82 W, 99 %
2026/08/28 23:38:39.178, 2250 MHz, 70, 58.14 W, 99 %
2026/08/28 23:38:40.199, 2235 MHz, 69, 55.45 W, 100 %
2026/08/28 23:38:41.221, 2205 MHz, 70, 53.27 W, 100 %
2026/08/28 23:38:42.250, 2175 MHz, 69, 56.60 W, 100 %
2026/08/28 23:38:43.272, 2205 MHz, 70, 55.34 W, 100 %
2026/08/28 23:38:44.297, 2205 MHz, 69, 55.81 W, 100 %
2026/08/28 23:38:45.319, 2235 MHz, 70, 56.29 W, 99 %
