timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%]
2026/08/28 15:50:32.792, 210 MHz, 49, 7.61 W, 12 %
2026/08/28 15:50:33.798, 780 MHz, 50, 17.72 W, 97 %
2026/08/28 15:50:34.806, 1005 MHz, 52, 19.56 W, 100 %
2026/08/28 15:50:35.808, 1305 MHz, 53, 21.26 W, 99 %
2026/08/28 15:50:36.809, 1605 MHz, 55, 30.09 W, 99 %
2026/08/28 15:50:37.811, 1920 MHz, 57, 42.34 W, 100 %
2026/08/28 15:50:38.813, 2220 MHz, 60, 45.19 W, 97 %
