timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%]
2026/08/28 01:10:01.995, 2055 MHz, 49, 13.84 W, 0 %
2026/08/28 01:10:03.010, 2370 MHz, 54, 52.17 W, 98 %
2026/08/28 01:10:04.013, 2145 MHz, 57, 46.50 W, 99 %
2026/08/28 01:10:05.015, 2280 MHz, 58, 50.21 W, 96 %
2026/08/28 01:10:06.026, 2295 MHz, 60, 53.44 W, 97 %
